title,journal,year,volume,issue,theory,quant,hypo_testing,hypo_explicit,table,hypo,var,coef,se,t-value,z-value,OR,95% CI (lb),95% CI (ub),99.9% CI (lb),99.9% CI (ub),test,test_type,should_be_test_type,note
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,2,1,Incarceration,-0.01,0.2,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,2,1,Incarceration x U.S.,-0.39,0.21,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,2,1,Incarceration,-1.19,0.28,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,2,1,Incarceration x U.S.,1.56,0.26,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,<1 ,0.000249,0.000097,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,1_4,0.000007,0.000008,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,5_9,0.000012,0.000004,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,  10_14,0.000003,0.000005,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 15_19,0.000027,0.000012,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 20_24,0.000056,0.000017,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 25_29 ,0.000047,0.00002,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,30_34,0.000046,0.000019,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 35_39 ,0.000108,0.000017,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,40_44,0.000171,0.000021,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 45_49,0.000169,0.000028,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 50_54,0.000189,0.000045,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,55_59,0.000366,0.000064,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,60_64,0.000659,0.000099,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 65_69 ,0.001054,0.000159,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,<1 ,-0.001228,0.000287,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,1_4,-0.000061,0.000023,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,5_9,-0.000011,0.000012,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,  10_14,-0.000042,0.000016,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 15_19,-0.000141,0.000031,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 20_24,-0.00016,0.00004,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 25_29 ,-0.000011,0.000044,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,30_34,0.000172,0.000055,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 35_39 ,0.00032,0.000046,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,40_44,0.000214,0.000056,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 45_49,-0.000066,0.000069,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 50_54,-0.00026,0.000148,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,55_59,-0.000235,0.000195,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,60_64,-0.000134,0.000314,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 65_69 ,-0.000501,0.00049,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,<1 ,0.000308,0.000117,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,1_4,-0.000009,0.000011,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,5_9,0.000011,0.000005,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,  10_14,0.000008,0.000007,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 15_19,0.000034,0.000018,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 20_24,0.000062,0.000024,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 25_29 ,0.000031,0.000031,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,30_34,0.000023,0.00003,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 35_39 ,0.000076,0.000024,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,40_44,0.000171,0.000029,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 45_49,0.000139,0.000029,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 50_54,0.000168,0.000046,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,55_59,0.000363,0.000065,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,60_64,0.000647,0.000106,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 65_69 ,0.000873,0.000179,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,<1 ,-0.001464,0.000361,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,1_4,-0.000099,0.000038,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,5_9,-0.000014,0.000018,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,  10_14,-0.000024,0.000027,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 15_19,-0.000229,0.000049,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 20_24,-0.000266,0.000062,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 25_29 ,-0.000035,0.000081,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,30_34,0.000314,0.000087,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 35_39 ,0.000477,0.000067,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,40_44,0.000398,0.000084,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 45_49,-0.000003,0.000088,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 50_54,-0.000216,0.000172,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,55_59,-0.000018,0.000267,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,60_64,-0.000116,0.000437,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 65_69 ,-0.000969,0.000669,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,<1 ,0.0002,0.000093,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,1_4,0.00002,0.000008,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,5_9,0.000011,0.000004,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,  10_14,-0.000005,0.000005,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 15_19,0,0.000006,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 20_24,0.000017,0.000009,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 25_29 ,0.000032,0.00001,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,30_34,0.000034,0.000008,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 35_39 ,0.000096,0.000012,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,40_44,0.00011,0.000018,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 45_49,0.0001,0.000028,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 50_54,0.00005,0.000042,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,55_59,0.000109,0.000045,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,60_64,0.000278,0.000065,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 65_69 ,0.000671,0.000098,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,<1 ,-0.001029,0.000287,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,1_4,-0.000016,0.000029,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,5_9,-0.000004,0.000016,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,  10_14,-0.000059,0.000021,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 15_19,-0.000031,0.000027,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 20_24,-0.000028,0.000009,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 25_29 ,0.000014,0.000039,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,30_34,0.000015,0.000032,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 35_39 ,0.000145,0.000045,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,40_44,0.000036,0.000052,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 45_49,-0.000091,0.000089,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 50_54,-0.0002,0.000168,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,55_59,-0.00026,0.000172,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1,60_64,-0.000058,0.000288,,,,,,,,OLS,2,,
INCARCERATION AND POPULATION HEALTH IN WEALTHY DEMOCRACIES ,crim,2016,54,2,0,1,1,1,3,1, 65_69 ,-0.000181,0.000419,,,,,,,,OLS,2,,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,Not age-graded,0.0001,0.0001,,,,,,,,FE negative binomial regression,0,1,controls are briefly mentioned in texts
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,0_1 years     ,0.0001,0.0001,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,2_3 years,0.0002,0.0001,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,4_5 years ,0,0.0001,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1, 6_7 year2,0.0002,0.0004,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,8_9 years ,0.0001,0.0005,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,10_11 years,-0.0006,0.0005,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,12_13 years,-0.0005,0.0006,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,14_15 years,-0.0017,0.0007,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,16_17 years,-0.0031,0.0007,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,18_19 years ,-0.0033,0.0007,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1, >=20 years ,-0.0006,0.0004,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,Not age-graded,-0.0024,0.0004,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,0_1 years     ,-0.0025,0.0007,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,2_3 years,-0.0011,0.0007,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,4_5 years ,-0.0041,0.0007,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1, 6_7 year2,-0.0019,0.0007,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,8_9 years ,0.0012,0.0007,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,10_11 years,-0.0017,0.0008,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,12_13 years,-0.0018,0.0009,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,14_15 years,-0.0055,0.001,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,16_17 years,-0.0086,0.0011,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,18_19 years ,-0.0068,0.0012,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1, >=20 years ,-0.0036,0.0009,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,Not age-graded,-0.0003,0.0001,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,0_1 years     ,0,0.0001,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,2_3 years,-0.0001,0.0001,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,4_5 years ,-0.0001,0.0001,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1, 6_7 year2,-0.0003,0.0003,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,8_9 years ,-0.0011,0.0003,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,10_11 years,-0.002,0.0004,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,12_13 years,-0.0022,0.0004,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,14_15 years,-0.0056,0.0005,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,16_17 years,-0.0035,0.0005,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,18_19 years ,-0.0042,0.0005,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1, >=20 years ,-0.0059,0.0004,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,Not age-graded,-0.0001,0,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,0_1 years     ,-0.0001,0,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,2_3 years,0,0,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,4_5 years ,-0.0001,0,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1, 6_7 year2,0.0003,0.0002,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,8_9 years ,0.0004,0.0002,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,10_11 years,0,0.0002,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,12_13 years,-0.0005,0.0003,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,14_15 years,-0.0014,0.0003,,,,,,,,FE negative binomial regression,0,1,
VOLUNTARY ORGANIZATIONS AND NEIGHBORHOOD CRIME: A DYNAMIC PERSPECTIVE ,crim,2016,54,2,0,1,1,0,2,1,16_17 years,-0.002,0.0003,,,,,,,,FE negative binomial regression,0,1,
